__label__positive , 蒙牛 很 牛
__label__negative , 今天下午 商业中心 看到 这 只 绿色 的 蒙牛 我 就 像 发现 新大陆 一样 大喊大叫 完了 之后 身边 那些 派 传单 的 帅 锅 告诉 我 这 是 驴 不是 蒙牛 但 我 死活 不信 他 真的 长得 跟 蒙牛 一样样 啊 难不成 蒙牛 牛奶 打广告 都 会 欺骗 观众 嚒 我 不信 我 不信 他 就是 蒙牛 我 心目 中 的 绿 蒙牛
__label__negative , 这帮 评委 蒙牛 喝多 了 吧 不会 吧
__label__negative , 不买 他俩 好像 都 有 一年 多 了 阿 也 就 便宜 光明 了 估计 半斤八两 大家 都 很 纳闷 为什么 我要 一味 抵制 蒙牛 说 蒙牛 坏话 我 只能 说 没有 消费 就 没有 买卖 从 小事 做起 从 自己 做起
__label__negative , 蒙牛 广告 太 恶心 公然 撒谎
__label__negative , 无良 蒙牛 会 遭报应 的 无
__label__negative , 造假 也 得 有点 专业 精神 啊 蒙牛 伊利 绝不 买
__label__negative , 造假 都 不专业 月 号 蒙牛 你 怎么 看
__label__negative , 喝 蒙牛 伊利 自杀 果断 投诉 投诉
__label__negative , 抵制 日货 抵制 蒙牛 狗日的 蒙牛 靠 你妹 倒 找钱 也 不喝 蒙牛
__label__negative , huab 换马甲 就 不认识 你 了 听见 蒙牛 就 想 吐
__label__negative , 已 多年 不买 蒙牛 伊利 以后 也 不会 买
__label__negative , 危机 公关 二 牛根生 万言书 被 抨击 在 公众 已经 不信任 蒙牛 不知情 的 情况 下 蒙牛 最 明智的 做法 应该 是 短期内 放弃 或者 淡化 这一 论调 把 话题 重点 转移 到 善后 和 检测 上 而 不是 谈及 三聚氰胺 就 说 不知情 这 反而 是 在 时刻 提醒 消费者 蒙牛 在 推卸责任 所谓 欲盖弥彰 正是如此
__label__negative , 三毛 说 不该 看 的 不看 有人 总 喜欢 相信 免费 午餐 牛奶 还 不是 蒙牛 太 不要脸 了 童话 一样 的 敌对势力
__label__negative , 多年 以后 二料 玩具 蒙牛 牛奶 还 在 那里 不离 不去 详情
__label__negative , 刘 某某 还 最佳 ep 呵呵 可笑 对 你们 太 失望 了 保护 钓鱼岛 拒绝 蒙牛
__label__negative , 刚刚 喝 了 口 我娘 强行 塞 给 我 的 蒙牛 益 优特 心里 好 忐忑 啊 不会 有 生命危险 吧 蒙牛 蒙牛
__label__negative , 蒙牛 我 真是 无力 吐槽 了 今天 买 了 瓶 升装 的 蒙牛 鲜奶 是 有 瓶口 的 那种 可以 盖上 前提 是因为 光明 同款 的 卖光 了 我 无奈 才 选择 无 蒙牛 结果 依然 让 很 失望 侧 倒 放置 在 冰箱 里 居然 是 漏 的 瓶盖 不密封 不管 以前 牛奶 怎么样 居然 连 包装 都 这么 差 以后 再也不会 买
__label__negative , 蒙牛 甚 于 切糕 唯利是图 做烂 产品 毒害 人 的 烂 公司 自然 不可能 懂得 公共关系 的 真谛 是 以 公众 利益 为 依归 脑袋 被 驴 踢 了 才能 想到 这个 蒙牛 真是 我见 过 的 拥有 最烂 公关 团队 的 公司 这 是 指 危害 程度 吗
__label__negative , 鄙视 蒙牛 鄙视 中粮 鄙视 宁高宁
__label__negative , 到 超市 买益力 多 发现 下架 了 傻逼 啊 抵制 日货 只有 这个 蒙牛 的 优益 什么 的 第一次 见 这么 巧 这 蒙牛 的 能 喝 吗 草泥马 的 抵制 蒙牛 我 在
__label__negative , 坚持 抵制 蒙牛 很 容易 坚持 远离 胶囊 不容易 夏天 的 时候 发现 藿香 正气 液 苦的 好 销魂
__label__negative , 不要脸 到极点 我 日 蒙牛 你 是 真 不要脸 到家 了 正 能量 我靠 你 也 好意思 说 正 能量
__label__negative , 伊利 袋装 奶 完全 变味 了 它 是 怎么 了 是 我 买 到 变质 的 了 吗 受不了 了 跟 蒙牛 一样 不买 了 以后
__label__negative , 可笑 牧民 党代表 蒙牛 伊利 没毛病 问题 出 在 源头 分享 自
__label__negative , 回复 蒙牛 有毒 除非 你 得罪 我 了 不然 不会 下狠手 的 下次 搞个 蒙牛 的 就行了
__label__negative , 真 恶心 现在 这 蒙牛 真心 不行 蛋白质 忒 高
__label__negative , 蒙牛 么 递进 得 好 悲凉
__label__negative , 一 刹那间 有种 原谅 以前 蒙牛 欺骗 我们 的 冲动
__label__negative , 居然 是 蒙牛 我 是 不喝 呢 还是 不喝 呢
__label__negative , 家电 蒙牛 万恶 的 黑心 企业 可恶的 黑心 美的 求 转发
__label__negative , 除了 蒙牛 牛奶 还有 难以置信的 难吃 的 中餐
__label__negative , 蒙牛 的 奶 不敢 喝 这 是 要 毒死 我们 灭口
__label__negative , 苦 逼 的 天天 喝 蒙牛 不喝 没人 喝 好 几箱 呢
__label__negative , 反正 蒙牛 就是 个 垃圾 早就 不喝 内蒙 奶 了
__label__negative , 真不真 还 重要 吗 蒙牛 早已 是 过街老鼠 了
__label__negative , 珍惜 生命 远离 蒙牛 珍惜 生命 远离 蒙牛
__label__negative , 蒙牛 篡改 生产日期 珍爱 生命 远离 蒙牛
__label__negative , 蒙牛 加个 a 会 死 啊 英语 不好 害死 人 哪
__label__negative , 希望 有 良心的 企业 能 更好 发展 像 什么 蒙牛 伊利 之流 的 败类 快点 彻底 倒闭 算了 最好 永不 得 超生
__label__negative , 虽说 我 根本 不在乎 这 什么 伊利 蒙牛 长富 三元 的 好喝 喝 不死 就 行 今晚 口渴 才刚 跟 同学 拿 了 瓶 喝 可 你 蒙牛 特么 太坑 了 把 找 了 这么 多 五毛 来 黑博主 搞 啥 当 我们 白痴 大 企业 坦坦荡荡 咯 像 你 现在 这样 谁 敢 信 你 谁 能 相信 一个 为 达 目的 不择手段 的 企业
__label__negative , 蒙 牛奶 喝 不得 连 喝 两天 我 就 啦 肚子 了 超级 不舒服 黑心 蒙牛 去 死去 死
__label__negative , 内 老家 农村 里面 看到 过期 的 蒙牛 伊利 产品 一堆 没良心 的 东西 坑爹 啊
__label__negative , 牛奶 只 喝 广东 品牌 燕塘 和 香满楼 伊利 蒙牛 从来不 喝 想 不明白 这种 没良心 的 企业 为何 还 未 倒闭
__label__negative , 回复 我 觉得 似 鸡蛋 广告 多 d 认住 呢 只 鸡 本质 有 保证 蒙牛 null 请 饮用 蒙牛 牌 纯牛奶
__label__negative , 不会 是 蒙牛 干 的 吧 严惩 真凶
__label__negative , 蒙牛 伊利 的 耻辱 国内 食品行业 的 耻辱
__label__negative , 新 蒙牛 新 变化 换汤不换药 加料 不加价
__label__negative , 抵制 蒙牛 香港 变态 太 伤人 了 永远 抵制 蒙牛 换脸 不如 换心 换上 马甲 依然 蒙人 最牛 实在 没意思 出 了 太多太多 问题 早已 把 消费者 的 信任 和 耐心 消耗 殆尽 理智 抵制 蒙牛
__label__negative , 坚决 不买 对 蒙牛 只有 一个 态度 不买
__label__negative , 现在 买 牛奶 已经 不选择 蒙牛 蒙牛 回应 过期 奶 不道歉 遭 质疑
__label__negative , md 早上 刚 喝 了 一袋 蒙牛 早餐 奶 就 看见 这个 让 不让 活 了 还 你们 说 说 这 怎么 让 别人 喝 刚 吃 完 早点 看 这个 恶心 想 吐 再也 不支持 蒙牛 了
__label__negative , 在 蒙牛 第一次 出 问题 之后 我 就 拒绝 它 了 后来 它 第二次 出 问题 这 就是 消费者 惯 的 现在 第二次 出 问题 之后 还 继续 喝 蒙牛 太 不明智 了 坚决 抵制 吧 死 磕 到底
__label__negative , 好 自打 第一次 出事 我 就 拒绝 蒙牛 和 伊利 不管 对方 怎样 痛心 要 悔改 不想 纵容 他们 犯错
__label__negative , 真是太 缺心眼儿 了 意思 是 蒙牛 比 切糕 还 黑 比 切糕 还重 比 切糕 还贵
__label__negative , 速度 扩散 蒙牛 比 切糕 更 坑爹 oyeah
__label__negative , 竟然 不喝 蒙牛 又 是 一个 喝 假药 自杀 的 这时 要 感谢 假药 吧 年轻人 珍惜 生命
__label__negative , 话 说 历届 标王 中 秦池 爱多 已 倒闭 步步高 垂危 蒙牛 拼爹 应对 品牌 危机 标王 还是 彪 王 呃
__label__negative , 我 就是 喝 着 三鹿 牛奶 长大 滴 哎 真 可惜 怀念 三鹿 蒙牛 恶心的 事情 也 不少 怎么 还 活着
__label__negative , 遐想 了 我考 很久 不喝 蒙牛 了
__label__negative , 腾空 我 操你 妹夫 超速 ％ 要 扣 分罚 还要 吊销 驾驶证 脑子 进水 还是 过期 蒙牛 喝多 了 啊
__label__negative , 回复 不喝 雀巢 就 没什么 喝 了 不喝 蒙牛 就 喝 雀巢
__label__negative , 投诉
__label__negative , 蒙牛 啊 我 可以 不上 你 的 课 吗 太 无聊 了
__label__negative , 哎 我 现在 连 伊利 蒙牛 也 都 不敢 喝 了
__label__negative , 没牛奶 了 只能 吃 蒙牛 毒死 自己 啦 悲剧
__label__negative , 不把 蒙牛 黑 破产了 外国 奶是 不会 死心 的
__label__negative , 抵制 蒙牛 从来不 喝 蒙牛 的 产品
__label__negative , 扯 历第 天 我 可 没有 阿丁哥 那么 思文 我 想 骂人 了 就 拿 你们 开刀 不要脸 的 第 天 月 卑鄙无耻 的 一群 败类 坑爹 的 蒙牛 残害 孩子 的 代言人
__label__negative , 呼吁 广大 想 自杀 的 朋友 请 认准 蒙牛 商标 堪称 现代版 砒霜 谨防假冒 效果 看得见
__label__negative , 大家 注意 啦 我们 很 信赖 的 蒙牛 频频 出 问题 昨晚 蒙牛 双层 果酪 竟然 吃 到 了 塑料片 太 恶心 了
__label__negative , 现在 看 丁俊晖 打球 真是 憋屈 难受 啊 还有 就是 他 佩戴 的 蒙牛 那个 徽标 看 了 尤其 让 人 难受
__label__negative , 蒙牛 不是 牛 是 瘤 无耻 无良 的 道歉 并 谢罪 坚持 每天 一喊 为 你们 的 顾客 健康 负责 珍惜 生命 远离 蒙牛
__label__negative , 兄弟 对 这事 我 是 在 等着看 刑法 如何 落地 现在 不是 在 考量 蒙牛 是 考量 中国 的 法制化 建设 是否 真实 对 国人 而言 蒙牛 这种 企业 还 能 存活 是 很 可笑 很 悲哀的
__label__negative , 一直 都 不喜欢 蒙牛 再次 鄙视 蒙牛 你 真贱 我 从不 喝牛奶 是因为 我 不喜欢 牛奶 的 味道 以后 更 更 不想 看到 蒙牛 牛奶 因为 你 让 我 恶心
__label__negative , 又 一 文盲 去 如 史上 最 难吃 提拉 米苏 还 不去 蒙牛 大奶 砖
__label__negative , 蒙牛 就是 一只 撒谎 的 牛 蒙牛 业绩 下滑 为何 怪 负面 报道
__label__negative , 日本 企业 是 合资 蒙牛 是 国企 抵制 日货 有困难 抵制 蒙牛 应该 没那么 难 吧
__label__negative , 早就 不喝牛奶 了 抵制 无良 企业 抵制 蒙牛 从我做起
__label__negative , 不喝 蒙牛 喝 伊利 喝高 钙 低脂 的 减肥 痛苦
__label__negative , 蒙牛 的 东西 真心 不能 喝 了 啊 好 恶心 恶心 死了 蒙牛 恶心 虫子 更 恶心 对 着 虫子 撸 的 最 恶心 我 擦 这 两天 都 在 喝 这个 再也 不买 了
__label__negative , 现在 基本 不喝 蒙牛 了 昏倒
__label__negative , 伤 不起 的 蒙牛 伤 不起 的 月
__label__negative , 真 悲哀 泱泱大国 连 牛奶 都 生产 不出来 还 拿 什么 能力 去 和 日本 的 科技 能力 去 竞争 呢 悲哀 啊 抵制 日货 有困难 抵制 蒙牛 应该 没那么 难 吧
__label__negative , 没有 变质 是因为 防腐剂 多 吧 牛尿 是不是 也 有 啊 还有 你们 肿 么 确定 的 消费者 的 名单 赔偿 多少 啊 是 两箱 没有 过期 的 蒙牛 么 别太扯 小心 你们 蛋疼
__label__negative , 抵制 蒙牛 换皮 是 没用 的 坚决 抵制
__label__negative , 悲剧 蒙牛 没文化 真 可怕
__label__negative , 很久 不喝 蒙牛 了 因为 牛奶 不是 白 的 了
__label__negative , 黑心 企业 大家 就 应该 联起 手来 不买 他们 东西 我 就 很 奇怪 为什么 双汇 蒙牛 等 企业 一再 出 问题 不告 他们 就算 了 居然 还有 人买 他们 的 产品 这 不是 养虎为患 吗
__label__negative , 好 不买 不买 蒙牛
__label__negative , 蒙牛 是 有多黑 心 蒙牛 又 沦陷 了
__label__negative , 用法 没有 错 啊 事实 就是 英文 有误 只是 蒙牛 觉得 丢脸 拒不承认 就 好像 自身 的 质量 问题 发生 了 但是 不承认 蒙牛 的 公关 部门 存在 的 意义 就 在于 否认 问题 的 存在 么 还好 国外 人民 不怎么 知道 这 牌子 所以 这 英文 标语 意义 也 不大
__label__negative , 在 中国 作假 没有 惩罚 没有 损失 找到 靠山 就 ok 蒙牛 也 是 如此 前脚 高调 惩罚 后脚 低调 提拔 如此 下去 希望 在 哪里 现在 终于 有 了
__label__negative , 拒绝 蒙牛 蒙牛 不是 牛 是 瘤 无耻 无良 的 道歉 并 谢罪 坚持 每天 一喊 为 你们 的 顾客 健康 负责 珍惜 生命 远离 蒙牛
__label__negative , 一系列 的 丑闻 表明 蒙牛 的 管理层 素质 太差 公司 治理 混乱 消费者 应 拒绝 购买 其 产品
__label__negative , 想 强状 喝 蒙牛 后 健美 童男 太 吓人 了 蒙牛 null 这个 小孩 要逆天 了 肌肉 异常 发达 眼神 气煞 凌人 充满 杀气
__label__negative , 傻逼 sb 牛 滚 我 最 讨厌 蒙牛 的 高官 没有 一点 为 人民 服务 的 意识 这样 的 民族 企业 不要 也罢 蒙人 的 牛奶 全民 转发 你 真 猛 牛 以后 拒绝 蒙牛 系列产品
__label__negative , 蒙牛 自称 是 中国男篮 指定 奶制品 结果 中国男篮 此次 奥运会 以 零蛋 几乎 历史 最差 成绩 耻辱 出局 说明 喝 了 蒙牛 就 打 不好 篮球 了 还是 继续 喝 我 的 三元 吧
__label__negative , 王小山 这 傻逼 天天 在 微薄 宣传 蒙牛 有毒 大力 抵制 蒙牛 这 傻逼 就是 毒奶粉 的 帮凶 微博成 了 帮凶 了 神洗 地 丧尽天良 的 罪犯 哪里 都 会 有 使 之 伏法 才 是 正道 博主请 解释一下 美国 校园 枪击案 吧 难道 也 是 微博 转发 逼迫 罪犯 的 吗
__label__negative , 刚刚 喝 蒙牛 冠益 乳 喝 到 个 不明 物 把 窝 恶心 惨 了 窝 再也 不喝 蒙牛 了 再 也 不喝 了
__label__negative , 我 也 很 不理解 蒙牛 天天 毒害 你 你 还 天天 买 蒙牛 产品 你 想 自杀 啊 还是 有 受虐 倾向 啊
__label__negative , 国人 愚昧 中粮 牛叉 蒙牛 业绩 下滑 为何 怪 负面 报道
__label__negative , 所以 我 都 不喝 蒙牛 一直 不喜欢 蒙牛
__label__negative , 国外 基本 不查 是因为 他们 不喝 蒙牛
__label__negative , 希望 不要 被 蒙牛 的 毒奶 毒害 别人 的 品牌
__label__negative , 卧 卧槽 被 蒙牛 客服 盯上 了 好 害怕
__label__negative , 坚持 不喝 蒙牛 伊利 之流 很 久 我 都 坚持 不买 蒙牛 快 了 啥时候 倒闭 啊 已经 不买 蒙牛 好几个 月 了 坚持 到 丫 倒闭
__label__negative , 不喜欢 蒙牛 总有 怪怪的 油漆 笔 味道
__label__negative , 再也 不喝 蒙牛 的 了 谁 敢喝 蒙牛 为什么 还 在 销售 为什么 还有 人买 啊 抵制 蒙牛 抵制 蠢货 这比 抵制 日货 更为 紧迫 多 了
__label__negative , 蒙牛 呢 这 也 算 重罚 太贵 穿 不起
__label__negative , 确实 在 固执 地送 蒙牛 拿 顾客 不当 人 啊
__label__negative , 心情不好 想不开 就 喝 蒙牛 吧
__label__negative , 最恨 的 就是 你 这种 坏 了 一锅粥 的 蒙牛
__label__negative , 不管 你 信不信 反正 蒙牛 自己 都 不信
__label__negative , 拒绝 蒙牛 以后 再也 不买 蒙牛 的 产品 了
__label__negative , 好 恶心 好 恶心 蒙牛 你 想 干嘛
__label__negative , 蒙牛 回收 篡改 奶 何不 重罚 以儆效尤
__label__negative , 蒙牛 伊利 没毛病 喝 的 人才 有 毛病
__label__negative , 这 就 叫 破罐破摔 蒙牛 到底 行不行 不行 就 关门 吧
__label__negative , 对 蒙牛 和 部分 国产 牛奶 厂家 很 无语
__label__negative , 换 包装 也 很 难 切割 吧 又 是 蒙牛
__label__negative , 一直 不喝 蒙牛 嘴巴 就 能 尝 出来 的 低质
__label__negative , 蒙 牛奶 生产日期 被 篡改 不喝 蒙牛 的
__label__negative , 买 蒙牛 属于 自杀 其他 品牌 顶多 算 误杀
__label__negative , 我 呸 他 的 蒙牛 脑缠 以后 我 不买 蒙牛 了
__label__negative , 日货 就 因为 是 日本 的 牌子 你 就 抵制 吗 你 怎么 不去 抵制 蒙牛 愤青 的 脑子 用 什么 衡量
__label__negative , 顶起 我 早就 开始 要求 身边 朋友 亲戚 都 不要 买 蒙牛 伊利 了 人人 用脚 投票 这种 无良 企业 就 无法 生存 珍爱 生命 远离 蒙牛
__label__negative , 你妈 逼 监管部门 都 死 绝 了 吗 可怕 以后 别 吃 蒙牛 制品 了 自打 三聚 事故 后 蒙牛 伊利 就 被 我 和 家人 封杀 了 抵制 蒙牛 一切 产品 这个 企业 已经 烂透 了
__label__negative , 蒙牛 优益 c 还 在 保质期 内 就 坏 了 瓶全 扔 了 蒙牛 你 也 太 垃圾 了 吧 我们 家 牛奶 已经 不喝 蒙牛 的 了 想想 乳酸菌 不会 在 那么 次 了 吧 结果 太 失望 了 蒙牛
__label__negative , 我 也 不再 喝 蒙牛 但是 话说回来 牛奶 变质 过期 了 是 超市 的 责任 跟 厂商 貌似 关系不大 吧 流氓 蒙牛 打死 不买 喝 蒙牛 死全家 喝 蒙牛 死全家
__label__negative , 毒品 的 祸害 远比 切糕 大 蒙牛 恒久远 切糕 永 留存
__label__negative , 我 一直 不喝 蒙牛 伊利 真 敬业 尼玛 真 敬业 蒙牛 你 太假 了
__label__negative , 国家 吞并 蒙牛 后 更 差 了 蒙牛 经理 篡改 产品 日期 被 刑拘
__label__negative , 自己 不买 和 告诫 身边 的 人 就 好 了 你 要 理解 这个 世界 傻逼 的 人 总是 存在 的 对不起 又 打 错别字 了 抵制 蒙牛 两年 了 没用 人家 造 赚
__label__negative , 回复 醉 在 张裕 中 蒙牛 提醒 喝多 了 会 中毒
__label__negative , 再也 不喝 蒙牛 伊利 的 酸奶 了 好 难喝
__label__negative , 真 垃圾 难怪 一直 跟 在 蒙牛 屁股 后面 产品 的 质量 太差 了 以后 坚决 拒绝 购买 伊 产品
__label__negative , 看来 我 真的 是 不适合 喝 蒙牛 纯牛奶 现在 好 难受 好 想 吐 可是 吐 不出 呜呜 想 流泪 了
__label__negative , 下 一步 就是 换 品牌 了 从 蒙牛 改成 蒙 人 更 直接 不忽悠 反正 我 以后 再也 不买 蒙牛 了
__label__negative , 蒙牛 是 店大欺客 至少 态度 比 蒙牛 好 后期 赶紧 整改
__label__negative , 抵制 日货 还 不如 抵制 蒙牛 来 的 实际 自己 人 打 自己 人 最 厉害 了 有 本事 全上 岛 呀
__label__negative , 哎 蒙牛 伊利 家 黑心 奶厂 不差钱 儿 啊 不看 不知道 一看 吓一跳
__label__negative , 蒙牛 现在 越来越 剽悍 了 我 实在 是 想 不出来 自己 哪一年 过过 月 号 现在 连 这样 简单 的 东西 都 不愿意 敷衍 顾客 了 虽然 说 一次 不忠 百次 不用 这样 的 做法 太过 极端 但是 蒙牛 也 太 过份 了 吧 我勒个 去 以后 都 不敢 喝牛奶 了
__label__negative , 一声 叹息 蒙牛 真对不起 这个 牛 字 这话 看着 好 夸张 啊 不过 蒙牛 确实 该 整顿 一下 了 蒙牛 不除 国人 不强 怎么 还有 人 喝 蒙牛 蒙牛 不除 国人 不强
__label__negative , 亲戚 送 了 一箱 饮料 这 是 挺 让 人 高兴的 一件 事 但 我 一看 牌子 竟然 是 蒙牛 的 纠结 想想 还是 喝 了 吧 拿 去 倒掉 对 蒙牛 来说 没损失 到 我 有 损失
__label__negative , 伊利 问题 奶 大家 看看 中国 人 就是 要 欺负 中国 人 巨大的 牛奶 漂浮物 死人 也 是 死 到 中国 人 a 愤慨 转发 保护国 人 转发 灭绝 黑心 企业 转发 蒙牛 可以 借鉴 别别 抓 到 黑心 伊利 漂浮 牛奶 亲身 体验 我 在
__label__negative , 完全 无误 这是 蒙牛 啊 喝 着 这 玩意儿 幸福 有 什么 意义 事实 就是 英文 有误 只是 蒙牛 觉得 丢脸 拒不承认 就 好像 自身 的 质量 问题 发生 了 但是 不承认 蒙牛 的 公关 部门 存在 的 意义 就 在于 否认 问题 的 存在 么 还好 国外 人民 不怎么 知道 这 牌子 所以 这 英文 标语 意义 也 不大
__label__negative , 不可 因倦 而 鲜终 今儿 性情 有点 暴躁 真是 感到 倦 了 想 一走了之 我 知道 过 了 今天 一切 又 会 好 起来 难道 是因为 今天 吃 了 蒙牛 冰淇淋 的 缘故 哎 我 知错 了 不该 姑息养奸 买 蒙牛 不可 乘喜 而 轻诺 不可 因倦 而 鲜终 要 缩小 自己 勇于 承担
__label__negative , 央视 财经 国庆 特刊 蒙牛 奶酪 被 曝 违规 添乳 矿物 盐 蒙牛 null quot 乳 矿物 盐 quot 风波 继续 蔓延 蒙牛 儿童 成长 奶酪 被 曝 违规 添加
__label__negative , 央视 财经 国庆 特刊 蒙牛 奶酪 被 曝 违规 添乳 矿物 盐 quot 乳 矿物 盐 quot 风波 继续 蔓延 蒙牛 儿童 成长 奶酪 被 曝 违规 添加
__label__negative , 不喝 蒙牛
__label__negative , 我 喝 的 是 蒙牛 高 钙奶 啊 呜呜 呜呜 呜
__label__negative , 我 不相信 中国 的 学生奶 更 更 不相信 蒙牛 学生 订蒙 牛奶 打死 我 也 不让 孩子 订
__label__negative , 去 他妈的 谁 再 买 蒙牛 伊利 谁 是 傻逼
__label__negative , 蒙牛 是 中粮 的 玩物 已 被 毁于一旦 了
__label__negative , 鄙视 蒙牛 我会 劝 身边 的 人 都 远离 它
__label__negative , 爱 尼玛 换不换 反正 我 是 不买 蒙牛 的 任何 产品 这 不是 换汤不换药 么
__label__negative , 这位 叫 兽 是不是 真的 喝多 了 蒙牛 了
__label__negative , 最 不喜欢 的 企业 就是 蒙牛 蒙人 不
__label__negative , 很久 不喝 蒙牛 了 以后 看来 也 得 坚持
__label__negative , 垃圾 食品安全 蒙牛 整条 产业链 彻底 失控
__label__negative , 打死 也 不喝 蒙牛 和 伊利 都 是 猪食
__label__negative , 盗版 蒙牛
__label__negative , 傻逼 蒙牛
__label__negative , 蒙牛 道歉
__label__negative , 好喝 的 不行 伊利 蒙牛 难喝 死了 三元 更 难喝 现在 酸奶 只 喝 君乐宝
__label__negative , 保不齐 是 做 出来 的 呢 不明真相 的 群众 不发表意见 珍爱 生命 远离 蒙牛
__label__negative , 蒙牛 经理 涉嫌 篡改 生产日期 被 批捕 分享 自
__label__negative , 回复 原来 你 暴露 了 你 爸 是 李刚 可是 你 应该 被 判刑 啊 在 牢 里面 还 能 认春哥 还 能 评论 微博 回复 你 这个 吃 蒙牛 吃 成 痴呆 的 盲流 哎
__label__negative , 我 就 说 嘛 那些 个 牛奶 都 能 喝 死人 的 玩意 上次 我 说 蒙牛 就 他 娘 的 垃圾 那个 后来 我 问 他 三个 问题 他 彻底 无语 了 很 愤怒 但 做不了 什么 很 遗憾 但 改变不了 什么 我 不爱国
__label__negative , 幸无 日本 车辆 损毁 事件 发生 否则 传出去 实在 为国 丢脸 想想 也 奇怪 贪污腐败 你 不气 蒙牛 蒙人 你 不恼 洗脑 教育 你 不理 抢地 强拆 你 不管 小 日本 一个 购岛 决定 就 搞 的 你 潮 吹 不止 还 把 同胞 用 血汗钱 买回来 的 车 砸掉 还 把 学 日语 买 日货 去 日本 留学 的 同胞 打 成亲 日 分子 恨不得 碎尸万段 就 知道 窝里斗
__label__negative , 蒙牛 这样 的 企业 怎么 能 不垮 呢 牛根生 很 拽 得 说 官瘾 没过 够 擦 月满则亏
__label__negative , 我 了 个 去 他 的 生产线 逆天 了 蒙牛 真心 不敢 喝 了 啊
__label__negative , 抵制 无良 企业 让 更 多 人 拒绝 麦当劳 拒绝 肯德基 就 好像 拒绝 蒙牛 伊利 一样
__label__negative , 这次 加 了 不知名 药粉 ω 再也 不用 蒙牛 红枣 奶做 了 因为 真的 很 难喝 啊
__label__negative , 一个 哥们 说 你 觉得 抵制 日货 无聊 那 你 抵制 蒙牛 就 不无聊 了 么 我 说 说到底 我 对 抵制 什么 东西 倒 不是 很 在意 主要 是 抵制 双重标准 表里不一 蒙牛 出事 之前 牛根生 天天 在 电视 上 说 做 企业 的 仁义道德 中国 人 砸 了 日本 企业 日本 车 日本 人要 维权 你 笑话 人家 你 骄傲 因为 你 很 安全 你 自己 被 迫害 了 维个权 试试
__label__negative , 有 多少 老外 闲 的 没事 纠结 蒙牛 的 广告语 又 拿 消费者 当 傻子 看 蒙牛 唱独角戏
__label__negative , 回复 你 真 有 才 还 敢喝 蒙牛 可惜 这牛 已 不吃 草 了 草 专门 用来 借箭 回复 啊 我 天天 喝 蒙牛 贪便宜
__label__negative , 像 早就 不喝 蒙牛 一样 鱼翅 早就 不吃 了 但 两者 不同 不喝 蒙牛 是 恨 不吃 鱼翅 是 爱 蒙牛 null 什么 tmd 狗屁 逻辑 简直 连脸 和 屁股 都 不要 了
__label__negative , 无良 商家 抵制 蒙牛
__label__negative , 蒙牛 姐 永远 不卖 了 坑爹 伤 不起 次奥 话 说 人家 名字 好 吧 好 个性 的 名字 草泥马 奇葩 蒙牛 姐 永远 不喝 啦
__label__negative , 坚决 抵制 蒙牛 牛奶 坚决 抵制 宁愿 去 喝 妇炎洁 也 不去 喝 蒙牛 大家 都 说 我 笨蛋 思前想后 为什么 我 以前 很 聪明 现在 总 被 骂 笨蛋 想来想去 是 大学 一直 喝 蒙牛 坚决 抵制 蒙牛 频繁 出 问题 的 牛 一定 是 病 牛
__label__negative , 虽然 不能 阻止 蒙牛 这样 的 有毒 食品 流向 航空 配餐 但是 你 能 做 的 是 将 配餐 中 的 蒙牛 毒奶 撕开 再 等待 空乘 的 垃圾 回收 以免 有人 食用 该 慢性 毒药 同时 谴责 采用 蒙牛 作为 航空 配餐 的 北京 航食 和 相关 航空公司
__label__negative , 牧民 党代表 蒙牛 伊利 没毛病 问题 出 在 源头 分享 自 出现 问题 全部 推 给 无关 的 或者 弱势群体 按照 这个 逻辑 蒙牛 伊利 从 下面 收 了 毒药 转手 卖 给 大伙 大伙 挂 了 那 可不是 他们 的 问题 他们 也 没毛病 最后 发现 结果 都 是 我们 毛病 了 以为 蒙牛 伊利 没毛病 的
__label__negative , 我 又 喝 了 一个 濒临 过期 的 蒙牛 果然 又 拉肚子 拉 到 要死 了
__label__negative , 蒙牛 微博 营销 部门 是不是 sb 啊 切糕 是 褒义词 吗 看来 蒙牛 喝多 了 对 脑子 不好
__label__negative , 我们 的 悲哀 是 这些 垃圾 企业 最后 和 蒙牛 伊利 这些 民族 的 耻辱 一样 屹力 不倒
__label__negative , 蒙牛 别 犯贱 换 了 包装 也 不买 那些 频频 出 事儿 还 买 蒙牛 的 人们 也 别 犯贱
__label__negative , 你 让 我 这个 蒙牛 脑残 粉 情何以堪
__label__negative , 开车 都 不忘 欺负 我 蒙牛 加 伊利
__label__negative , 蒙牛 卖 给 了 中粮 国进民退 可悲
__label__negative , 挨 忽悠 喝 了 半盒 过期 了 一年 的 蒙牛
__label__negative , 叫 你们 从小 不喝 蒙牛 不吃 地沟油
__label__negative , 装 什么 玩意 不喝 国产 奶粉 蒙牛 伊利 喝 不喝 国产 蔬菜水果 吃 不吃 大陆 的 空气 你 吸不吸 国产 啥 都 不好 就 离开 还 节约资源 了 呢
__label__negative , 牛奶 这 事情 是 比较 麻烦 进口 的 喝 不起 蒙牛 伊利 是 不敢 喝 的 选择 三元 还 得 小心 地 挑 北京 产 的 因为 不小心 就 会 买 上 原 三鹿 那产 的
__label__negative , 半年 抵制 日货 一辈子 不喝 蒙牛
